Bài,生词,Pinyin,描述,意义,例如,复习,检查
Bài 4,雇佣,#NAME?,花钱请别人来为自己工作或干活,Thuê,公司决定雇佣外国专家担任顾问。 // 被雇佣的员工享有其合法权益。,,FALSE
Bài 4,巩固,#NAME?,让原本已经做好的事情或地位变得更加稳固和坚强,Hợp nhất,多看书可以巩固所学的知识。 // 他在公司的地位得到了进一步巩固。,,FALSE
Bài 4,孤立,#NAME?,让某人或者某地跟外界断开联系，变成孤孤单单一个人,cô lập,不要让自己被集体孤立。 // 这个岛屿孤立在大海之中。,,FALSE
Bài 4,解雇,#NAME?,公司或老板开除员工，不让其继续工作,miễn nhiệm,他因严重违反公司规定而被解雇。 // 听说公司近期准备解雇一部分员工。,,FALSE
Bài 4,过奖,#NAME?,别人夸奖自己时，自己表示客气的谦虚回答,Bạn đang tâng bốc tôi đấy.,您过奖了，我还要多向大家学习。 // 经理夸我做得好，我赶紧说“您过奖了”。,,FALSE
Bài 4,表态,#NAME?,在大家面前表明自己对某件事的态度和想法,Tuyên bố,关于这个问题，他至今还没有表态。 // 需要听取相关各方如何表态。,,FALSE
Bài 4,捍卫,#NAME?,用尽全力去保护主权、利益或权利不受侵犯,phòng vệ,我们要坚决捍卫国家利益。 // 律师全力捍卫当事人的合法权益。,,FALSE
bài 5,迫不及待,#NAME?,急得等不了，特别想马上做某事。,Tôi rất mong chờ,我迫不及待地打开了礼物。//孩子们迫不及待地跑出去玩儿。,,FALSE
bài 5,依靠,#NAME?,靠别人或某种力量帮助自己。,dựa vào,我们不能总是依靠父母。,,FALSE
bài 5,借助,#NAME?,借什么做什么,Với sự giúp đỡ của,我们借助地图找到了酒店。//鸟儿借助空气飞翔。,,FALSE
bài 5,勉强,#NAME?,能力不够，但还能做到。// 不想做 --- 温柔一点,miễn cưỡng,我只能勉强听懂一点儿。//他勉强完成了任务。,,FALSE
bài 5,机构,#NAME?,专门做某种事情的组织。,"dơn vị, cơ quan",这是一家教育机构。//那个机构很有名。,,FALSE
bài 5,随意,#NAME?,想做什么就做什么， 不要害怕太多,tùy ý,你可以随意看看。//他说话太随意了。,,FALSE
bài 5,而已,#NAME?,只是这样，没有别的意思。,viì gì mà như vậy thôi,我只是开玩笑而已。//学习外语对我来说是一种兴趣而已。,,FALSE
bài 5,栋,#NAME?,用于楼、房子等建筑物的量词。,tòa (nhà),那栋楼特别高。//他们住在一栋居民楼里。,,FALSE
bài 5,"兴致勃勃   ",#NAME?,特别兴趣，精神。,vô cùng hào hứng,大家兴致勃勃地讨论旅行计划。//孩子们兴致勃勃地做游戏。,,FALSE
bài 5,专程,#NAME?,为了某件事特地去一趟。,Chuyến đi đặc biệt,他专程来看望老师。//我专程来向你道谢。,,FALSE
bài 5,修养,#NAME?,一个人的文化、礼貌和内在素质。,"có giáo dưỡng, giáo dục",她很有修养。//一个人的修养很重要。,,FALSE
bài 5,接连,#NAME?,一件事一件事发生,liên tiếp,问题接连出现。//他接连打了几个电话。,,FALSE
bài 5,动力,#NAME?,推动人做事情的力量。,đoộng lực,目标能给人动力。//他失去了学习动力。,,FALSE
bài 5,固然,#NAME?,承认一种情况，但后面常有另外的意思。,"tất nhiên, dĩ nhiên",兴趣固然重要，但坚持更重要。//这个办法固然好，可成本太高。,,FALSE
bài 5,火药,#NAME?,用爆炸的东西伤害人,thuốc súng,火药是中国古代四大发明之一。//这种材料像火药一样危险。,,FALSE
bài 5,忍耐,#NAME?,很痛苦但控制情绪，不标线出来,chịu đựng,她极力忍耐着疼痛。//面对误解，他选择忍耐。,,FALSE
bài 5,着想,#NAME?,想一想为了别人,"lo nghĩ, lo cho ai",父母总是为孩子着想。//我们要多为别人着想。,,FALSE
bài 5,策划,#NAME?,"更重要，更认识, 更仔细的事","phương án, kế hoạch chuẩn bị",他们正在策划一次活动。//公司提前策划了方案。,,FALSE
bài 5,涉及,#NAME?,关系到、包括什么什么。,Liên quan đến,这个问题涉及很多方面。//他说的话涉及我的隐私。,,FALSE
bài 5,隐私,#NAME?,不想让别人知道的个人事情。,sự riêng tư,每个人都有自己的隐私。//请尊重别人的隐私。,,FALSE
bài 5,反感,#NAME?,让人不喜欢，心里讨厌。,Không thích,我对这种态度很反感。//他的话让我感到反感。,,FALSE
bài 5,达成,#NAME?,经过努力以后实现。tajiatigongnuli,Đạt được,双方终于达成协议。//我们努力达成目标。,,FALSE
bài 5,口气,#NAME?,说话时表现出来的态度和感觉。,giọng điệu,他说话的口气很温和。//我不喜欢他的口气。,,FALSE
bài 5,缓和,#NAME?,从紧张、激烈变得轻松、平和。,dịu đi,气氛慢慢缓和下来。//双方努力缓和关系。,,FALSE
bài 5,设置,#NAME?,安排、建立、放置。,"thiết lập, thiết kế",学校设置了奖学金。//请先设置密码。,,FALSE
bài 5,执行,#NAME?,按照要求去做。,thực hiện,我们必须执行计划。//他认真执行任务。,,FALSE
bài 5,持久,#NAME?,能保持很长时间。,lâu dài,这种关系很难持久。//成功需要持久努力。,,FALSE
bài 5,啥,#NAME?,什么（口语）。,Cái gì,你在说啥呢？//这到底是啥东西？,,FALSE
bài 5,果断,#NAME?,做决定快，不犹豫。,quyết định,她做事一向很果断。//他果断地拒绝了邀请。,,FALSE
bài 5,思维,#NAME?,思考问题的方法和过程。,suy nghĩ,每个人的思维方式不同。//这种问题需要创新思维。,,FALSE
bài 5,"斩钉截铁  ",#NAME?,说话做事非常坚定，不犹豫。,Quyết đoán và kiên định.,他斩钉截铁地拒绝了。//老师斩钉截铁地表示反对。,,FALSE
bài 5,崩溃,#NAME?,原来正常的状态完全坏掉，心理或系统失去控制。,sụp đổ,听到消息后，她几乎崩溃了。//连续加班让我精神崩溃。,,FALSE
bài 5,搭,#NAME?,配合、放在一起合适。,"khớp, phù hợp",这条围巾和你的衣服很搭。//红色和黑色很搭。,,FALSE
bài 5,知音,#NAME?,真正理解自己的人。,Tri kỷ,终于遇到了真正的知音。//他把老师当成知音。,,FALSE
bài 5,无非,#NAME?,只是，不过，不超过这个范围。,chẳng qua là,他无非是想得到认可。//学习语言无非是为了交流。,,FALSE
bài 5,客户,#NAME?,接受服务或买东西的人。,khách hàng,这个客户很重要。//我们需要了解客户需求。,,FALSE
bài 5,恳切,#NAME?,真诚而认真。,chân thành,她的态度十分恳切。//他恳切地请求帮助。,,FALSE
bài 5,薪水,#NAME?,工作得到的钱。,lương,他的薪水提高了。//这份工作的薪水不错。,,FALSE
bài 5,拼命,#NAME?,用很大的力气，不怕辛苦。,dốc hết sức,他拼命工作赚钱。//考试前大家都拼命复习。,,FALSE
bài 5,搁,#NAME?,放、放在某个地方；也可指暂时不做。,"gác lại, đặt",他把钥匙搁在桌上。//这件事先搁一边吧。,,FALSE
bài 5,弊端,#NAME?,不好的地方，缺点。,"tai hại, hạn chế",这个制度有不少弊端。//计划的弊端逐渐显现。,,FALSE
bài 5,颠倒,#NAME?,前后、上下或顺序弄反。,đảo ngược,他说话前后颠倒。//别把顺序颠倒了。,,FALSE
bài 5,权衡,#NAME?,比较不同方面后再决定。,sự đánh đổi,做决定前要权衡利弊。//他权衡之后选择放弃。,,FALSE
bài 5,津津有味,#NAME?,非常有兴趣，觉得很有味道。,Thưởng thức,这本小说我看得津津有味。//孩子们听故事听得津津有味。,,FALSE
bài 5,欢天喜地,#NAME?,非常高兴。,vô cùng vui mừng,大家欢天喜地地庆祝。//孩子们欢天喜地地回家了。,,FALSE
bài 5,火药味十足,#NAME?,气氛或说话方式很紧张，像快要吵架。,Đầy thuốc súng,他们谈话时火药味十足。//会议现场火药味十足。,,FALSE
bài 5,不留死角,#NAME?,没有遗漏，每个地方都照顾到。,Không có điểm mù,老师讲课不留死角。//检查时要做到不留死角。,,FALSE
bài 5,死角,#NAME?,看不到或注意不到的地方。,điểm mù,这里是监控死角。//别忽视问题的死角。,,FALSE
bài 6,上任,#NAME?,开始担任新职位,Nhậm chức,他下个月正式上任了，大家都很期待他的表现 // 新经理刚上任就开始调整部门结构,,FALSE
bài 6,职位,#NAME?,工作中的位置,Chức vụ,这个职位竞争非常激烈，很多人都想得到 // 她为了这个职位准备了整整半年,,FALSE
bài 6,资深,#NAME?,经验很多,thâm niên,他在这个行业干了二十多年，是个资深专家 // 遇到问题时，大家都喜欢请教资深员工,,FALSE
bài 6,就职,#NAME?,正式开始工作,nhận chức,毕业以后，他顺利就职于一家外企 // 新校长下周正式就职,,FALSE
bài 6,搭档,#NAME?,一起合作的人,cộng sự,我们合作很多年了，早就是默契十足的搭档 // 有个靠谱的搭档，工作会轻松很多,,FALSE
bài 6,唯独,#NAME?,只有；只是 =》 人/事,Chỉ một,大家都通过了考试，唯独他差了两分 // 我什么都喜欢吃，唯独不爱吃香菜,,FALSE
bài 6,创立,#NAME?,建立新东西,Thành lập,大学毕业后，他创立了自己的公司 // 这家学校是一百年前创立的,,FALSE
bài 6,沏,#NAME?,用热水泡茶,"pha (trà, cf)",天气冷了，我给你沏杯热茶吧 // 奶奶每天早上都会沏一壶茶,,FALSE
bài 6,边缘,#NAME?,最外面或不重要的位置,bờ rìa,他坐在会场边缘，默默听大家发言 // 长期不参加活动的人容易被边缘化,,FALSE
bài 6,眼色,#NAME?,用眼神表达意思,giao tiếp bằng mắt,老板说话的时候，他一直偷偷给我使眼色 // 在职场上，有时候要学会看眼色,,FALSE
bài 6,不像话,#NAME?,不合理让人不高兴,quá đáng,你这样跟长辈说话太不像话了 // 明明是自己错了，还怪别人，真不像话,,FALSE
bài 6,风气,#NAME?,周围空气,bầu không khí,以前这里学习风气特别好 // 不良风气会影响年轻人的成长,,FALSE
bài 6,明明,#NAME?,很明显， 事实,rõ ràng,明明是你答应的，怎么现在又反悔了 // 他明明知道答案，却故意不说,,FALSE
bài 6,欺负,#NAME?,压别人、让别人受伤害,Bắt nạt,小时候他经常被同学欺负 // 别因为别人老实就欺负人家,,FALSE
bài 6,指标,#NAME?,衡量的标准,chỉ tiêu,为了完成销售指标，大家最近都在加班 // 他提前一个月完成了全年指标,,FALSE
bài 6,成天,#NAME?,"一整天, 说的人不满意",Cả ngày,他成天躺在家里打游戏 // 妈妈成天忙工作，很少休息,,FALSE
bài 6,吹牛,#NAME?,说假话，想让别人羡慕,khoe khoan,他说自己认识很多明星，我觉得他在吹牛 // 别听他吹牛，其实没那么厉害,,FALSE
bài 6,溜,#NAME?,偷偷离开， 悄悄地跑走,chuồn đi,老师刚离开教室，他就偷偷溜出去了 // 小猫趁门开着溜进了房间,,FALSE
bài 6,等级,#NAME?,高低层次,cấp,公司等级分得很清楚 // 不同等级享受不同待遇,,FALSE
bài 6,公道,#NAME?,公平，合理,công lý,大家都觉得这样的处理方式很公道 // 老板做事一向公道,,FALSE
bài 6,哼,#NAME?,表示不满的声音,khịt mũi,哼，我才不相信你的话呢 // 她哼了一声，转身离开了,,FALSE
bài 6,大不了,#NAME?,最坏也不过如此,Tệ nhất là,大不了重头再来，没什么可怕的 // 大不了我自己一个人去,,FALSE
bài 6,展示,#NAME?,给别人看自己的想,thể hiện,她在会上展示了自己的设计作品 // 博物馆正在展示珍贵文物,,FALSE
bài 6,才干,#NAME?,做事能力,năng lực,他很有领导才干，大家都服他 // 她终于有机会发挥自己的才干,,FALSE
bài 6,计较,#NAME?,太在意小事一点也跟别人比较,So sánh,朋友之间没必要太计较 // 他连这么点小事都要计较,,FALSE
bài 6,全力以赴,#NAME?,用全部力量去做,Hãy dốc hết sức mình,为了比赛，全队都在全力以赴地训练 // 他全力以赴准备这次考试,,FALSE
bài 6,怠慢,#NAME?,不够热情、不重视对待别人,lạnh nhạt， thờ ơ,不好意思，今天怠慢您了 // 公司不敢怠慢任何客户,,FALSE
bài 6,敷衍,#NAME?,不认真应付,"qua loa, lấy lệ",他只是随便敷衍了几句 // 对工作不能总是敷衍,,FALSE
bài 6,想方设法,#NAME?,用各种办法,Thử mọi cách,为了治好孩子的病，父母想方设法筹钱 // 我们正在想方设法解决问题,,FALSE
bài 6,凑合,#NAME?,勉强可以,ứng biến,条件虽然一般，但暂时还能凑合住 // 今天太晚了，晚饭就先凑合一下吧,,FALSE
bài 6,忙碌,#NAME?,非常忙,Bận,年底的时候大家都特别忙碌 // 她每天忙碌得连休息时间都没有,,FALSE
bài 6,时光,#NAME?,时间（多带回忆感）,Thời gian,快乐的时光总是过得特别快 // 他常常怀念大学时光,,FALSE
bài 6,飞跃,#NAME?,快速进步,nhảy vọt,经过努力，他的成绩有了很大飞跃 // 公司近几年发展实现了飞跃,,FALSE
bài 6,投诉,#NAME?,因不满意提出意见,"khiếu nại, phàn nàn",顾客因为服务问题进行了投诉 // 如果有意见，可以向有关部门投诉,,FALSE
bài 6,激情,#NAME?,强烈的热情,Niềm đam mê,她对工作一直充满激情 // 年轻人应该保持对生活的激情,,FALSE
bài 6,年度,#NAME?,和一年有关,năm,公司年度会议下周举行 // 这是本年度最重要的项目,,FALSE
bài 6,考核,#NAME?,检查和评价,Đánh giá,年底公司会对员工进行考核 // 他的考核结果非常优秀,,FALSE
bài 6,敬业,#NAME?,对工作认真负责,Sự cống hiến,他工作认真负责，很有敬业精神 // 医生需要具备高度敬业精神,,FALSE
bài 6,兢兢业业,#NAME?,非常认真小心地工作,tận tâm,父亲几十年来一直兢兢业业地工作 // 她对每项任务都兢兢业业,,FALSE
bài 6,当初,#NAME?,最开始的时候,Ban đầu,当初如果再努力一点，结果可能不一样 // 我当初真不该轻易放弃,,FALSE
bài 6,技巧,#NAME?,做事的方法和能力,Kỹ năng,他说话很有技巧，从来不得罪人 // 学习也需要掌握一定技巧,,FALSE
bài 6,传授,#NAME?,把技巧/经验/方法教给别人,dạy bảo,老师毫无保留地传授经验 // 师傅认真传授自己的技术,,FALSE
bài 6,回报,#NAME?,报答、得到结果,hồi đáp,多年的努力终于得到了回报 // 父母的付出不求回报,,FALSE
bài 6,人格,#NAME?,人的品德和性格,nhân cách,我最欣赏的是他的人格魅力 // 做人要有独立的人格,,FALSE
bài 6,施展,#NAME?,发挥能力,phát huy,公司终于给了他施展能力的机会 // 她希望能施展自己的才华,,FALSE
bài 6,时机,#NAME?,合适的时候,cơ hội,现在正是投资的好时机 // 他一直在等待合适的时机,,FALSE
bài 6,创办,#NAME?,建立公司、学校等,Thành lập,父亲年轻时创办了这家公司 // 她梦想创办自己的品牌,,FALSE
bài 6,边缘化,#NAME?,变得不重要,Sự gạt ra ngoài lề,因为长期不发言，他逐渐被边缘化了 // 一些传统行业正在被边缘化,,FALSE
bài 6,鸦雀无声,#NAME?,非常安静,Im lặng,老师一进教室，全班立刻鸦雀无声 // 会场突然变得鸦雀无声,,FALSE
bài 6,飞跃式,#NAME?,发展特别快,Nhảy vọt,近几年公司取得了飞跃式发展 // 科技行业正经历飞跃式进步,,FALSE
bài 6,毫无保留,#NAME?,一点也不隐藏,Không chút do dự,老师毫无保留地帮助学生成长 // 她把自己的经验毫无保留地分享出来,,FALSE
bài 6,咨询师,#NAME?,给别人建议的人,Tư vấn,她是一名专业的心理咨询师 // 咨询师给了我很多有用建议,,FALSE
bài 6,老手,#NAME?,很有经验的人,cựu chiến binh,他是修电脑的老手 // 这种事情对老手来说很简单,,FALSE
bài 6,新手,#NAME?,刚开始学习的人,Người mới,我是新手，还有很多地方不懂 // 新手刚开始犯错很正常,,FALSE
bài 6,前辈,#NAME?,比自己经验更多的人,người lớn tuổi,这位前辈给了我很多帮助 // 见到前辈应该主动打招呼,,FALSE
bài 6,插班生,#NAME?,中途进班的学生,sinh viên chuyển trường,班里来了一个新的插班生 // 插班生需要时间适应环境,,FALSE
bài 6,性感,#NAME?,有吸引力,Quyến rũ,她今天的穿着看起来很性感 // 这种风格比较成熟性感,,FALSE
bài 6,澄清,#NAME?,解释清楚,làm rõ,公司马上发公告澄清事实 // 他主动出来澄清误会,,FALSE
